uint64 BYTES,uint64 BYTES_REV,time TIME_FIRST,time TIME_LAST,uint32 PACKETS,uint32 PACKETS_REV,uint16 DST_PORT,uint16 SRC_PORT,uint8 PROTOCOL,uint8 TCP_FLAGS,uint8 TCP_FLAGS_REV,string LABEL,int8* PPI_PKT_DIRECTIONS,uint8* PPI_PKT_FLAGS,uint16* PPI_PKT_LENGTHS,time* PPI_PKT_TIMES
2511,1317,2022-02-10T15:28:24.958622,2022-02-10T15:28:27.906341,14,11,48526,22,6,27,25,Other,[1|-1|1|-1|-1|1|-1|-1|1|-1|1|-1],[24|24|24|24|24|24|24|24|24|24|24|24],[39|21|960|440|80|656|16|52|52|84|68|52],[2022-02-10T15:28:25.072000|2022-02-10T15:28:25.174000|2022-02-10T15:28:25.176000|2022-02-10T15:28:25.285000|2022-02-10T15:28:25.426000|2022-02-10T15:28:25.432000|2022-02-10T15:28:25.551000|2022-02-10T15:28:25.694000|2022-02-10T15:28:25.695000|2022-02-10T15:28:25.801000|2022-02-10T15:28:27.699000|2022-02-10T15:28:27.801000]
2762,8881,2022-02-10T15:28:01.516780,2022-02-10T15:28:02.247117,28,23,443,58324,6,27,27,Other,[1|-1|-1|1|1|1|1|1|1|-1|-1|-1|1|-1|1|-1|-1|-1|1|1|-1|-1|-1|-1|-1|1],[24|16|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|16|24|24],[399|1424|1337|6|58|46|49|35|159|79|79|58|31|260|135|327|65|192|181|175|48|320|1392|1424|672|24],[2022-02-10T15:28:01.625000|2022-02-10T15:28:01.632000|2022-02-10T15:28:01.632000|2022-02-10T15:28:01.634000|2022-02-10T15:28:01.635000|2022-02-10T15:28:01.639000|2022-02-10T15:28:01.639000|2022-02-10T15:28:01.639000|2022-02-10T15:28:01.639000|2022-02-10T15:28:01.643000|2022-02-10T15:28:01.643000|2022-02-10T15:28:01.648000|2022-02-10T15:28:01.648000|2022-02-10T15:28:01.757000|2022-02-10T15:28:01.759000|2022-02-10T15:28:01.996000|2022-02-10T15:28:01.998000|2022-02-10T15:28:02.001000|2022-02-10T15:28:02.002000|2022-02-10T15:28:02.002000|2022-02-10T15:28:02.009000|2022-02-10T15:28:02.206000|2022-02-10T15:28:02.209000|2022-02-10T15:28:02.209000|2022-02-10T15:28:02.209000|2022-02-10T15:28:02.237000]
300,302,2022-02-10T15:28:18.499802,2022-02-10T15:28:18.962650,5,4,80,56346,6,27,27,Other,[1|-1],[24|24],[80|130],[2022-02-10T15:28:18.654000|2022-02-10T15:28:18.808000]
185,215,2022-02-10T15:28:27.667617,2022-02-10T15:28:27.728883,2,1,443,16654,6,24,24,Other,[1|-1],[24|24],[105|175],[2022-02-10T15:28:27.667000|2022-02-10T15:28:27.682000]
411380,129048,2022-02-10T15:24:46.155645,2022-02-10T15:29:46.201992,461,396,35682,22,6,24,24,Other,[1|-1|1|-1|1|-1|1|-1|1|-1|1|-1|1|-1|1|-1|1|-1|1|-1|1|-1|1|-1|1|-1|1|-1|1|-1],[24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24],[300|940|300|940|300|940|300|940|300|940|300|940|300|940|300|940|300|84|44|396|188|36|36|36|36|940|300|940|300|940],[2022-02-10T15:24:46.155000|2022-02-10T15:24:49.150000|2022-02-10T15:24:49.155000|2022-02-10T15:24:52.151000|2022-02-10T15:24:52.155000|2022-02-10T15:24:55.151000|2022-02-10T15:24:55.156000|2022-02-10T15:24:58.152000|2022-02-10T15:24:58.157000|2022-02-10T15:25:01.152000|2022-02-10T15:25:01.157000|2022-02-10T15:25:04.154000|2022-02-10T15:25:04.157000|2022-02-10T15:25:07.153000|2022-02-10T15:25:07.156000|2022-02-10T15:25:10.154000|2022-02-10T15:25:10.159000|2022-02-10T15:25:13.015000|2022-02-10T15:25:13.016000|2022-02-10T15:25:13.017000|2022-02-10T15:25:13.029000|2022-02-10T15:25:13.030000|2022-02-10T15:25:13.030000|2022-02-10T15:25:13.031000|2022-02-10T15:25:13.032000|2022-02-10T15:25:13.154000|2022-02-10T15:25:13.159000|2022-02-10T15:25:16.154000|2022-02-10T15:25:16.159000|2022-02-10T15:25:19.155000]
2080,4393,2022-02-10T15:27:36.407546,2022-02-10T15:28:36.622113,10,8,443,31650,6,219,91,Other,[1|-1|-1|-1|1|-1|1|1|-1],[24|16|16|24|24|24|24|24|24],[212|1460|1460|795|93|51|770|593|295],[2022-02-10T15:27:36.435000|2022-02-10T15:27:36.463000|2022-02-10T15:27:36.463000|2022-02-10T15:27:36.463000|2022-02-10T15:27:36.468000|2022-02-10T15:27:36.495000|2022-02-10T15:27:36.499000|2022-02-10T15:27:36.499000|2022-02-10T15:27:36.596000]
482280,684044,2022-02-10T15:25:03.038414,2022-02-10T15:30:03.025797,1129,1240,443,48040,6,24,24,Other,[-1|1|-1|1|1|1|1|1|1|1|-1|1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|1|-1|-1|-1|-1],[24|24|24|24|16|24|16|24|16|24|24|24|24|24|24|24|24|24|24|24|24|16|24|24|24|24|24|24|24|24],[1050|536|1050|536|1448|116|1448|116|1448|116|536|536|536|536|536|536|536|536|536|536|536|1448|116|536|536|536|536|1050|536|536],[2022-02-10T15:25:03.137000|2022-02-10T15:25:03.344000|2022-02-10T15:25:03.682000|2022-02-10T15:25:03.683000|2022-02-10T15:25:04.801000|2022-02-10T15:25:04.801000|2022-02-10T15:25:04.804000|2022-02-10T15:25:04.891000|2022-02-10T15:25:05.675000|2022-02-10T15:25:05.676000|2022-02-10T15:25:05.856000|2022-02-10T15:25:05.881000|2022-02-10T15:25:06.680000|2022-02-10T15:25:06.886000|2022-02-10T15:25:07.921000|2022-02-10T15:25:08.732000|2022-02-10T15:25:08.831000|2022-02-10T15:25:09.598000|2022-02-10T15:25:09.774000|2022-02-10T15:25:10.276000|2022-02-10T15:25:10.576000|2022-02-10T15:25:11.654000|2022-02-10T15:25:11.654000|2022-02-10T15:25:11.980000|2022-02-10T15:25:13.522000|2022-02-10T15:25:14.368000|2022-02-10T15:25:15.045000|2022-02-10T15:25:15.177000|2022-02-10T15:25:16.481000|2022-02-10T15:25:17.309000]
1172,1239,2022-02-10T15:28:21.174853,2022-02-10T15:29:05.400660,8,8,443,50234,6,24,24,Other,[1|-1|1|1|-1|-1|1|-1],[24|24|24|24|24|24|24|24],[189|209|189|189|182|254|189|178],[2022-02-10T15:28:21.174000|2022-02-10T15:28:21.362000|2022-02-10T15:28:31.846000|2022-02-10T15:28:31.907000|2022-02-10T15:28:32.038000|2022-02-10T15:28:32.098000|2022-02-10T15:29:05.208000|2022-02-10T15:29:05.399000]
1653,736,2022-02-10T15:28:56.345881,2022-02-10T15:28:56.795701,4,4,443,54452,6,24,24,Other,[1|1|-1|-1],[24|24|24|24],[1273|172|35|493],[2022-02-10T15:28:56.345000|2022-02-10T15:28:56.345000|2022-02-10T15:28:56.351000|2022-02-10T15:28:56.794000]
475,465,2022-02-10T15:29:07.224793,2022-02-10T15:29:07.245754,6,4,80,48326,6,27,27,Other,[1|-1],[24|24],[155|249],[2022-02-10T15:29:07.229000|2022-02-10T15:29:07.239000]
1511505,31681571,2022-02-10T15:25:29.004258,2022-02-10T15:30:29.028814,19724,29845,37244,1200,6,24,24,Other,[-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|1|-1|1|-1|-1|-1|-1|-1|-1|-1|1|-1|-1|-1|-1|-1|-1],[24|16|24|16|24|24|24|24|16|24|16|16|24|24|24|24|24|16|24|16|24|24|24|24|24|16|16|24|24|24],[407|1448|79|1448|470|407|407|407|1448|79|1448|1448|92|103|407|103|407|1448|79|1448|294|407|407|135|135|1448|1448|1228|407|407],[2022-02-10T15:25:29.036000|2022-02-10T15:25:29.057000|2022-02-10T15:25:29.057000|2022-02-10T15:25:29.057000|2022-02-10T15:25:29.060000|2022-02-10T15:25:29.077000|2022-02-10T15:25:29.117000|2022-02-10T15:25:29.158000|2022-02-10T15:25:29.179000|2022-02-10T15:25:29.179000|2022-02-10T15:25:29.179000|2022-02-10T15:25:29.180000|2022-02-10T15:25:29.183000|2022-02-10T15:25:29.195000|2022-02-10T15:25:29.197000|2022-02-10T15:25:29.249000|2022-02-10T15:25:29.251000|2022-02-10T15:25:29.258000|2022-02-10T15:25:29.258000|2022-02-10T15:25:29.258000|2022-02-10T15:25:29.261000|2022-02-10T15:25:29.278000|2022-02-10T15:25:29.318000|2022-02-10T15:25:29.346000|2022-02-10T15:25:29.351000|2022-02-10T15:25:29.379000|2022-02-10T15:25:29.379000|2022-02-10T15:25:29.385000|2022-02-10T15:25:29.431000|2022-02-10T15:25:29.439000]
37133,14206,2022-02-10T15:25:34.046728,2022-02-10T15:30:38.398937,128,125,42762,9033,6,24,24,Other,[1|-1|1|-1|-1|-1|1|-1|-1|-1|1|1|1|-1|1|1|1|-1|1|1|-1|1|-1|1|1|-1|1|-1|1|1],[24|24|24|24|24|24|24|16|24|24|24|24|24|24|16|24|24|24|24|24|24|24|24|16|24|24|24|24|16|24],[83|83|77|77|77|83|83|1448|403|77|83|83|83|83|1448|771|77|54|54|77|77|83|83|1448|403|77|83|83|1448|403],[2022-02-10T15:25:37.302000|2022-02-10T15:25:47.891000|2022-02-10T15:25:51.629000|2022-02-10T15:26:01.121000|2022-02-10T15:26:04.736000|2022-02-10T15:26:04.808000|2022-02-10T15:26:04.809000|2022-02-10T15:26:04.819000|2022-02-10T15:26:04.819000|2022-02-10T15:26:06.986000|2022-02-10T15:26:08.042000|2022-02-10T15:26:13.743000|2022-02-10T15:26:16.676000|2022-02-10T15:26:16.732000|2022-02-10T15:26:16.733000|2022-02-10T15:26:16.733000|2022-02-10T15:26:19.281000|2022-02-10T15:26:20.997000|2022-02-10T15:26:20.998000|2022-02-10T15:26:23.155000|2022-02-10T15:26:23.466000|2022-02-10T15:26:23.738000|2022-02-10T15:26:23.751000|2022-02-10T15:26:23.752000|2022-02-10T15:26:23.752000|2022-02-10T15:26:27.457000|2022-02-10T15:26:31.683000|2022-02-10T15:26:31.702000|2022-02-10T15:26:31.705000|2022-02-10T15:26:31.705000]
438,1152,2022-02-10T15:29:26.286357,2022-02-10T15:29:26.445567,5,5,80,50882,6,27,27,Other,[1|-1],[24|24],[170|884],[2022-02-10T15:29:26.291000|2022-02-10T15:29:26.444000]
2937,5697,2022-02-10T15:29:36.661658,2022-02-10T15:29:37.323720,15,11,443,61840,6,27,27,Other,[1|-1|-1|-1|-1|1|-1|1|1|-1|1],[24|16|16|24|24|24|24|16|24|24|24],[517|1448|1448|1200|794|93|51|1448|60|176|31],[2022-02-10T15:29:36.801000|2022-02-10T15:29:36.930000|2022-02-10T15:29:36.930000|2022-02-10T15:29:36.930000|2022-02-10T15:29:36.931000|2022-02-10T15:29:36.933000|2022-02-10T15:29:37.062000|2022-02-10T15:29:37.063000|2022-02-10T15:29:37.063000|2022-02-10T15:29:37.193000|2022-02-10T15:29:37.194000]
1815,2187,2022-02-10T15:29:43.056481,2022-02-10T15:29:43.090828,12,11,443,20267,6,26,26,Other,[1|-1|1|1|1|1|1|-1|-1|1],[24|24|24|24|24|24|24|24|24|24],[584|212|64|46|43|35|376|527|868|31],[2022-02-10T15:29:43.064000|2022-02-10T15:29:43.071000|2022-02-10T15:29:43.073000|2022-02-10T15:29:43.074000|2022-02-10T15:29:43.074000|2022-02-10T15:29:43.074000|2022-02-10T15:29:43.074000|2022-02-10T15:29:43.081000|2022-02-10T15:29:43.081000|2022-02-10T15:29:43.083000]
10225,12914,2022-02-10T15:26:04.412019,2022-02-10T15:31:05.342264,88,88,9033,51934,6,24,24,Other,[1|1|1|1|-1|-1|1|1|1|-1|1|-1|-1|1|-1|-1|-1|1|-1|-1|-1|-1|1|-1|1|-1|-1|-1|1|-1],[24|24|24|24|24|24|24|24|24|24|24|24|24|24|16|24|24|24|16|24|24|24|24|24|24|24|24|24|24|24],[83|77|83|83|83|107|77|83|54|54|83|83|83|83|1448|403|83|83|1448|403|83|83|83|54|54|83|83|83|83|77],[2022-02-10T15:26:08.042000|2022-02-10T15:26:08.091000|2022-02-10T15:26:08.091000|2022-02-10T15:26:13.678000|2022-02-10T15:26:16.653000|2022-02-10T15:26:17.381000|2022-02-10T15:26:23.054000|2022-02-10T15:26:23.738000|2022-02-10T15:26:26.588000|2022-02-10T15:26:26.601000|2022-02-10T15:26:31.683000|2022-02-10T15:26:32.410000|2022-02-10T15:26:33.032000|2022-02-10T15:26:33.035000|2022-02-10T15:26:33.048000|2022-02-10T15:26:33.048000|2022-02-10T15:26:34.088000|2022-02-10T15:26:34.091000|2022-02-10T15:26:34.104000|2022-02-10T15:26:34.104000|2022-02-10T15:26:34.304000|2022-02-10T15:26:35.607000|2022-02-10T15:26:36.834000|2022-02-10T15:26:38.068000|2022-02-10T15:26:38.069000|2022-02-10T15:26:54.446000|2022-02-10T15:26:54.968000|2022-02-10T15:27:08.782000|2022-02-10T15:27:11.318000|2022-02-10T15:27:15.073000]
402,596,2022-02-10T15:30:05.022902,2022-02-10T15:30:05.026023,6,4,80,36775,6,27,27,Other,[1|-1],[24|24],[82|380],[2022-02-10T15:30:05.023000|2022-02-10T15:30:05.024000]
1718,5935,2022-02-10T15:29:57.983112,2022-02-10T15:29:58.034430,14,14,443,54796,6,31,27,Other,[1|-1|-1|-1|-1|1|-1|1|-1|1|-1],[24|16|24|24|24|24|24|24|24|24|24],[517|1448|1448|1200|771|126|51|344|250|31|31],[2022-02-10T15:29:58.004000|2022-02-10T15:29:58.010000|2022-02-10T15:29:58.010000|2022-02-10T15:29:58.010000|2022-02-10T15:29:58.011000|2022-02-10T15:29:58.013000|2022-02-10T15:29:58.018000|2022-02-10T15:29:58.019000|2022-02-10T15:29:58.026000|2022-02-10T15:29:58.027000|2022-02-10T15:29:58.032000]
354,677,2022-02-10T15:30:05.025839,2022-02-10T15:30:05.028314,5,5,443,60073,6,27,27,Other,[1|-1],[24|24],[86|409],[2022-02-10T15:30:05.026000|2022-02-10T15:30:05.027000]
1806,38907,2022-02-10T15:30:03.327631,2022-02-10T15:30:05.946257,16,36,443,35260,6,27,27,Other,[1|-1|-1|-1|1|-1|1|-1|-1|-1|-1|-1|-1|-1|1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1],[24|16|16|24|24|24|24|16|16|16|16|16|16|24|24|16|16|16|16|16|16|16|16|16|16|16|24|16|16|16],[517|1448|1448|922|93|51|161|1448|1448|1448|1448|1448|1448|172|164|1448|1448|1448|1448|1448|1448|1448|1448|1448|1448|1448|485|1448|1448|1448],[2022-02-10T15:30:03.344000|2022-02-10T15:30:03.355000|2022-02-10T15:30:03.355000|2022-02-10T15:30:03.355000|2022-02-10T15:30:03.359000|2022-02-10T15:30:03.360000|2022-02-10T15:30:03.362000|2022-02-10T15:30:03.462000|2022-02-10T15:30:03.462000|2022-02-10T15:30:03.462000|2022-02-10T15:30:03.462000|2022-02-10T15:30:03.462000|2022-02-10T15:30:03.462000|2022-02-10T15:30:03.462000|2022-02-10T15:30:03.563000|2022-02-10T15:30:03.645000|2022-02-10T15:30:03.645000|2022-02-10T15:30:03.645000|2022-02-10T15:30:03.645000|2022-02-10T15:30:03.645000|2022-02-10T15:30:03.645000|2022-02-10T15:30:03.645000|2022-02-10T15:30:03.645000|2022-02-10T15:30:03.645000|2022-02-10T15:30:03.645000|2022-02-10T15:30:03.645000|2022-02-10T15:30:03.645000|2022-02-10T15:30:03.646000|2022-02-10T15:30:03.646000|2022-02-10T15:30:03.646000]
16641,7092,2022-02-10T15:30:06.139434,2022-02-10T15:30:06.844342,19,24,443,53582,6,27,27,Other,[1|-1|-1|-1|-1|1|-1|1|1|1|1|1|1|1|1|1|1|1|1|-1|1],[24|16|16|16|24|24|24|24|16|24|24|16|16|24|16|16|16|16|24|24|24],[276|1448|1448|1448|1064|126|51|1208|1448|939|588|1448|1448|1229|1448|1448|1448|1448|1112|377|31],[2022-02-10T15:30:06.140000|2022-02-10T15:30:06.349000|2022-02-10T15:30:06.349000|2022-02-10T15:30:06.349000|2022-02-10T15:30:06.349000|2022-02-10T15:30:06.353000|2022-02-10T15:30:06.456000|2022-02-10T15:30:06.457000|2022-02-10T15:30:06.457000|2022-02-10T15:30:06.457000|2022-02-10T15:30:06.457000|2022-02-10T15:30:06.457000|2022-02-10T15:30:06.457000|2022-02-10T15:30:06.457000|2022-02-10T15:30:06.458000|2022-02-10T15:30:06.458000|2022-02-10T15:30:06.458000|2022-02-10T15:30:06.458000|2022-02-10T15:30:06.458000|2022-02-10T15:30:06.843000|2022-02-10T15:30:06.844000]
418,370,2022-02-10T15:30:05.007346,2022-02-10T15:30:05.010936,6,4,80,56125,6,27,27,Other,[1|-1],[24|24],[98|154],[2022-02-10T15:30:05.008000|2022-02-10T15:30:05.009000]
1719,5931,2022-02-10T15:29:58.031911,2022-02-10T15:29:58.081846,14,14,443,54798,6,31,27,Other,[1|-1|-1|-1|-1|1|-1|1|-1|1|-1],[24|16|24|24|24|24|24|24|24|24|24],[517|1448|1448|1200|771|126|51|345|246|31|31],[2022-02-10T15:29:58.050000|2022-02-10T15:29:58.055000|2022-02-10T15:29:58.055000|2022-02-10T15:29:58.055000|2022-02-10T15:29:58.057000|2022-02-10T15:29:58.059000|2022-02-10T15:29:58.065000|2022-02-10T15:29:58.066000|2022-02-10T15:29:58.073000|2022-02-10T15:29:58.074000|2022-02-10T15:29:58.079000]
447,371,2022-02-10T15:30:06.014838,2022-02-10T15:30:06.029912,5,5,80,48450,6,27,27,Other,[1|-1],[24|24],[179|103],[2022-02-10T15:30:06.019000|2022-02-10T15:30:06.025000]
2493,142673,2022-02-10T15:30:02.910212,2022-02-10T15:30:05.743143,33,105,443,34856,6,27,27,Other,[1|-1|-1|-1|-1|1|1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1],[24|16|24|24|24|24|24|24|24|16|24|16|24|16|24|16|24|16|24|16|24|16|16|24|16|16|24|16|16|16],[517|1448|1448|1200|504|80|148|79|79|1448|1448|1448|1448|1448|1448|1448|1448|1448|1448|1448|1448|1448|1448|1448|1448|1448|1448|1448|1448|1448],[2022-02-10T15:30:02.937000|2022-02-10T15:30:02.945000|2022-02-10T15:30:02.945000|2022-02-10T15:30:02.945000|2022-02-10T15:30:02.946000|2022-02-10T15:30:02.949000|2022-02-10T15:30:02.949000|2022-02-10T15:30:02.956000|2022-02-10T15:30:02.956000|2022-02-10T15:30:02.957000|2022-02-10T15:30:02.957000|2022-02-10T15:30:02.957000|2022-02-10T15:30:02.957000|2022-02-10T15:30:02.957000|2022-02-10T15:30:02.957000|2022-02-10T15:30:02.957000|2022-02-10T15:30:02.957000|2022-02-10T15:30:02.964000|2022-02-10T15:30:02.964000|2022-02-10T15:30:02.964000|2022-02-10T15:30:02.964000|2022-02-10T15:30:02.965000|2022-02-10T15:30:02.965000|2022-02-10T15:30:02.965000|2022-02-10T15:30:02.965000|2022-02-10T15:30:02.965000|2022-02-10T15:30:02.965000|2022-02-10T15:30:02.965000|2022-02-10T15:30:02.965000|2022-02-10T15:30:02.965000]
475,465,2022-02-10T15:30:06.015131,2022-02-10T15:30:06.036911,6,4,80,48452,6,27,27,Other,[1|-1],[24|24],[155|249],[2022-02-10T15:30:06.019000|2022-02-10T15:30:06.029000]
2814,8735,2022-02-10T15:30:01.779598,2022-02-10T15:30:02.875055,29,20,443,51084,6,27,27,Other,[1|-1|-1|1|1|1|1|1|1|-1|-1|-1|1|-1|1|-1|-1|1|1|-1|-1|-1|-1|-1|-1|1],[24|16|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|16|24|24],[399|1424|1338|6|58|46|49|35|159|79|79|58|31|260|135|370|192|181|175|48|320|217|1392|1424|486|24],[2022-02-10T15:30:01.891000|2022-02-10T15:30:01.898000|2022-02-10T15:30:01.898000|2022-02-10T15:30:01.900000|2022-02-10T15:30:01.902000|2022-02-10T15:30:01.906000|2022-02-10T15:30:01.906000|2022-02-10T15:30:01.906000|2022-02-10T15:30:01.906000|2022-02-10T15:30:01.913000|2022-02-10T15:30:01.913000|2022-02-10T15:30:01.914000|2022-02-10T15:30:01.914000|2022-02-10T15:30:02.133000|2022-02-10T15:30:02.134000|2022-02-10T15:30:02.391000|2022-02-10T15:30:02.398000|2022-02-10T15:30:02.399000|2022-02-10T15:30:02.399000|2022-02-10T15:30:02.411000|2022-02-10T15:30:02.826000|2022-02-10T15:30:02.830000|2022-02-10T15:30:02.836000|2022-02-10T15:30:02.836000|2022-02-10T15:30:02.836000|2022-02-10T15:30:02.861000]
2093,102283,2022-02-10T15:30:09.265262,2022-02-10T15:30:12.760950,29,82,443,43372,6,27,27,Other,[1|-1|-1|1|1|-1|-1|1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1],[24|16|24|24|24|16|24|24|24|24|24|16|24|16|16|16|24|24|16|24|24|16|24|16|16|24|16|16|24|24],[517|1460|1181|80|145|1460|159|147|1391|1391|1391|1460|1322|1460|1460|1460|1184|1391|1460|1322|1391|1460|1322|1460|1460|1253|1460|1460|1253|1391],[2022-02-10T15:30:09.282000|2022-02-10T15:30:09.284000|2022-02-10T15:30:09.284000|2022-02-10T15:30:09.288000|2022-02-10T15:30:09.288000|2022-02-10T15:30:10.375000|2022-02-10T15:30:10.375000|2022-02-10T15:30:10.379000|2022-02-10T15:30:10.417000|2022-02-10T15:30:10.417000|2022-02-10T15:30:10.417000|2022-02-10T15:30:10.417000|2022-02-10T15:30:10.417000|2022-02-10T15:30:10.417000|2022-02-10T15:30:10.417000|2022-02-10T15:30:10.417000|2022-02-10T15:30:10.417000|2022-02-10T15:30:10.417000|2022-02-10T15:30:10.417000|2022-02-10T15:30:10.417000|2022-02-10T15:30:10.417000|2022-02-10T15:30:10.417000|2022-02-10T15:30:10.417000|2022-02-10T15:30:10.417000|2022-02-10T15:30:10.417000|2022-02-10T15:30:10.417000|2022-02-10T15:30:10.417000|2022-02-10T15:30:10.417000|2022-02-10T15:30:10.417000|2022-02-10T15:30:10.417000]
1554,81626,2022-02-10T15:30:15.140853,2022-02-10T15:30:16.924920,19,60,443,55032,6,31,27,Other,[1|-1|-1|-1|-1|1|1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1],[24|16|16|16|24|24|24|16|16|16|16|16|16|16|16|16|16|16|16|16|16|16|16|16|16|16|16|16|16|16],[517|1460|1460|1460|830|80|153|1460|1460|1460|1460|1460|1460|1460|1460|1460|1460|1460|1460|1460|1460|1460|1460|1460|1460|1460|1460|1460|1460|1460],[2022-02-10T15:30:15.420000|2022-02-10T15:30:15.684000|2022-02-10T15:30:15.684000|2022-02-10T15:30:15.684000|2022-02-10T15:30:15.684000|2022-02-10T15:30:15.687000|2022-02-10T15:30:15.687000|2022-02-10T15:30:15.950000|2022-02-10T15:30:15.950000|2022-02-10T15:30:15.950000|2022-02-10T15:30:15.950000|2022-02-10T15:30:15.950000|2022-02-10T15:30:15.950000|2022-02-10T15:30:15.950000|2022-02-10T15:30:15.950000|2022-02-10T15:30:15.950000|2022-02-10T15:30:15.950000|2022-02-10T15:30:16.213000|2022-02-10T15:30:16.213000|2022-02-10T15:30:16.213000|2022-02-10T15:30:16.213000|2022-02-10T15:30:16.213000|2022-02-10T15:30:16.213000|2022-02-10T15:30:16.213000|2022-02-10T15:30:16.213000|2022-02-10T15:30:16.214000|2022-02-10T15:30:16.214000|2022-02-10T15:30:16.214000|2022-02-10T15:30:16.214000|2022-02-10T15:30:16.214000]
2036,93290,2022-02-10T15:30:10.917243,2022-02-10T15:30:13.757998,20,72,443,43964,6,27,27,Other,[1|-1|-1|-1|-1|1|-1|1|-1|1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1],[24|16|16|16|24|24|24|24|24|24|16|16|16|16|16|16|16|24|16|16|16|16|16|16|16|16|16|16|16|16],[517|1448|1448|1448|1096|126|51|156|545|158|1448|1448|1448|1448|1448|1448|1448|454|1448|1448|1448|1448|1448|1448|1448|1448|1448|1448|1448|1448],[2022-02-10T15:30:11.115000|2022-02-10T15:30:11.301000|2022-02-10T15:30:11.301000|2022-02-10T15:30:11.301000|2022-02-10T15:30:11.301000|2022-02-10T15:30:11.304000|2022-02-10T15:30:11.486000|2022-02-10T15:30:11.488000|2022-02-10T15:30:11.776000|2022-02-10T15:30:11.782000|2022-02-10T15:30:12.080000|2022-02-10T15:30:12.080000|2022-02-10T15:30:12.080000|2022-02-10T15:30:12.080000|2022-02-10T15:30:12.080000|2022-02-10T15:30:12.080000|2022-02-10T15:30:12.080000|2022-02-10T15:30:12.080000|2022-02-10T15:30:12.090000|2022-02-10T15:30:12.090000|2022-02-10T15:30:12.263000|2022-02-10T15:30:12.263000|2022-02-10T15:30:12.263000|2022-02-10T15:30:12.263000|2022-02-10T15:30:12.263000|2022-02-10T15:30:12.263000|2022-02-10T15:30:12.263000|2022-02-10T15:30:12.263000|2022-02-10T15:30:12.263000|2022-02-10T15:30:12.263000]
1703,8607,2022-02-10T15:29:58.148859,2022-02-10T15:30:18.757946,14,14,443,36944,6,26,27,Other,[1|-1|1|-1|1|-1|-1|-1|-1|-1|-1|-1|1|1|-1],[24|24|24|24|24|24|16|16|16|16|24|24|24|24|24],[556|264|80|271|257|70|1349|1349|1349|1349|917|917|31|31|24],[2022-02-10T15:29:58.186000|2022-02-10T15:29:58.186000|2022-02-10T15:29:58.286000|2022-02-10T15:29:58.286000|2022-02-10T15:29:58.290000|2022-02-10T15:29:58.294000|2022-02-10T15:29:58.324000|2022-02-10T15:29:58.324000|2022-02-10T15:29:58.324000|2022-02-10T15:29:58.325000|2022-02-10T15:29:58.325000|2022-02-10T15:29:58.409000|2022-02-10T15:29:58.602000|2022-02-10T15:29:58.602000|2022-02-10T15:30:18.604000]
1772,22340,2022-02-10T15:30:12.838086,2022-02-10T15:30:16.647457,19,21,443,40748,6,27,27,Other,[1|-1|-1|1|1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|1],[24|16|24|24|24|24|24|24|24|16|24|16|16|24|24|24|16|16|16|16|24|24],[517|1424|1299|64|171|79|79|1392|1392|1424|1360|1424|1424|285|1392|1392|1424|1424|1424|1424|1178|24],[2022-02-10T15:30:12.861000|2022-02-10T15:30:12.869000|2022-02-10T15:30:12.869000|2022-02-10T15:30:12.872000|2022-02-10T15:30:12.872000|2022-02-10T15:30:12.881000|2022-02-10T15:30:12.881000|2022-02-10T15:30:13.082000|2022-02-10T15:30:13.082000|2022-02-10T15:30:13.082000|2022-02-10T15:30:13.082000|2022-02-10T15:30:13.082000|2022-02-10T15:30:13.082000|2022-02-10T15:30:13.082000|2022-02-10T15:30:13.082000|2022-02-10T15:30:13.082000|2022-02-10T15:30:13.082000|2022-02-10T15:30:13.090000|2022-02-10T15:30:13.090000|2022-02-10T15:30:13.090000|2022-02-10T15:30:13.090000|2022-02-10T15:30:16.639000]
